Name,Style,Brewery,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,ABV,Min IBU,Max IBU,number_of_reviews
Anvil Porter,Porter - English,French Broad Brewing Co.,14,94,9,67,81,8,0,2,23,6,133,3.666667,3.761905,3.619048,3.738095,3.666667,6.0,20.0,30.0,21
Aorta Ale (Double Red Ale),Red Ale - Imperial,Short's Brewing Company,15,66,18,99,135,60,1,97,129,18,105,3.894737,4.026316,3.973684,3.815789,3.894737,9.6,55.0,85.0,19
Aphrodisiaque,Stout - American,Brasserie Dieu Du Ciel,7,112,20,62,63,7,2,13,32,49,108,4.293182,4.142045,3.997727,4.222727,4.173864,6.5,35.0,60.0,440
Applehead,Herb and Spice Beer,Shipyard Brewing Co.,26,22,6,4,114,105,0,109,7,52,47,3.136364,2.727273,2.909091,2.909091,2.772727,4.5,5.0,40.0,11
ApriHop,IPA - American,Dogfish Head Brewery,20,21,16,70,106,62,1,107,80,6,45,3.77969,3.903846,3.781039,3.794534,3.826248,7.0,50.0,70.0,1482
Apricot Ale,Wild Ale,Cascade Brewing / Raccoon Lodge & Brewpub,48,26,4,2,111,196,3,115,8,4,12,4.208633,4.107914,4.125899,4.18705,4.154676,8.5,5.0,30.0,139
Apricot Wheat,Fruit and Field Beer,Ithaca Beer Company,13,20,11,7,99,31,0,88,13,2,56,3.34292,3.159292,3.181416,3.179204,3.280973,4.9,5.0,45.0,226
Arabier,Strong Ale - Belgian Pale,Brouwerij De Dolle Brouwers,32,37,27,52,71,67,1,76,68,55,34,4.092453,4.166038,3.981132,4.045283,3.94717,8.0,20.0,40.0,265
Arcobräu Zwickl Lager,Lager - Kellerbier / Zwickelbier,Arcobräu Gräfliches Brauhaus,36,51,4,34,33,28,5,33,49,8,86,3.782609,3.891304,3.956522,3.934783,4.021739,5.2,20.0,40.0,23
Arctic Circle Ale,Farmhouse Ale - Sahti,Malmgårdin Panimo,9,56,30,38,122,37,0,55,58,29,144,4.0,3.9875,4.0,4.0125,3.95,7.3,0.0,0.0,40
Arctic Devil Barley Wine,Barleywine - English,Midnight Sun Brewing Co.,10,72,69,28,123,23,0,49,23,24,141,4.38756,4.119617,4.334928,4.437799,4.19378,13.2,40.0,60.0,209
Arctic Panzer Wolf,IPA - Imperial,Three Floyds Brewing Co. & Brewpub,15,31,13,53,57,42,0,73,78,7,38,4.191579,3.971579,4.094737,4.172632,4.110526,9.0,65.0,100.0,475
Ard Ri,Red Ale - Imperial,Upland Brewing Company,20,65,31,85,87,33,0,32,97,4,132,3.671429,3.978571,3.835714,3.692857,3.735714,9.5,55.0,85.0,70
Arkell Best Bitter,Bitter - English,Wellington County Brewery,15,40,8,79,60,31,4,29,105,4,117,3.630435,3.710145,3.637681,3.789855,4.014493,4.0,20.0,35.0,69
Arran Sunset,Mild Ale - English Pale,Isle of Arran Brewery Company Ltd.,8,5,2,20,13,17,0,18,22,4,13,4.1,3.4,3.3,3.6,3.6,4.4,15.0,25.0,5
Arsenalnoye Krepkoye (Strong),Lager - European Strong,Baltika Breweries,12,27,27,22,65,16,0,19,34,2,34,2.804348,3.086957,2.804348,2.869565,2.826087,7.0,15.0,40.0,23
Artemis,Gruit / Ancient Herbed Ale,Moonlight Brewing Company,1,7,3,6,4,3,0,0,16,9,4,3.142857,3.714286,3.071429,2.714286,2.428571,5.5,0.0,0.0,7
Arthur,Farmhouse Ale - Saison,Hill Farmstead Brewery,48,35,14,29,59,172,6,123,51,27,30,3.933333,4.188889,4.055556,4.022222,4.133333,6.0,20.0,38.0,45
Asahi Black (Kuronama),Lager - Munich Dunkel,Asahi Breweries Ltd,16,43,7,42,45,18,0,26,25,14,80,3.458333,3.671875,3.453125,3.557292,3.671875,5.0,15.0,25.0,96
Asahi Draft (Jukusen),Lager - Japanese Rice,Asahi Breweries Ltd,32,26,4,28,14,11,0,7,30,1,44,2.670732,2.97561,3.036585,2.878049,3.231707,5.0,6.0,18.0,41
Asahi Dry Black,Lager - European Dark,Asahi Breweries Ltd,18,34,2,15,15,8,0,6,17,5,40,3.25,4.0,2.75,3.5,4.25,5.5,15.0,40.0,2
Asahi Dry Premium,Lager - Japanese Rice,Asahi Breweries Ltd,5,2,0,3,2,1,0,2,3,0,6,2.75,3.75,3.5,3.25,3.5,6.0,6.0,18.0,2
Asahi Honnama Aqua Blue,Happoshu,Asahi Breweries Ltd,7,7,2,2,2,6,0,3,4,2,11,1.571429,1.571429,1.285714,1.214286,1.857143,5.0,0.0,0.0,7
Asahi Honnama Gold,Happoshu,Asahi Breweries Ltd,0,2,1,4,3,0,0,1,4,0,4,3.666667,3.0,3.333333,3.333333,3.333333,5.5,0.0,0.0,3
Asahi Honnama Red,Happoshu,Asahi Breweries Ltd,13,16,5,11,16,1,0,0,11,0,38,2.722222,3.055556,2.638889,2.583333,3.0,5.5,0.0,0.0,18
Asahi Orion,Lager - Japanese Rice,Asahi Breweries Ltd,2,0,0,1,2,4,0,1,3,0,4,3.5,4.0,2.5,2.5,2.5,5.0,6.0,18.0,1
Asahi Shinnama,Happoshu,Asahi Breweries Ltd,3,4,2,4,1,1,0,1,4,0,6,2.0,2.5,2.0,2.166667,2.166667,5.0,0.0,0.0,3
Asahi Strong Off,Happoshu,Asahi Breweries Ltd,0,0,0,0,0,0,0,0,0,0,0,2.0,3.0,3.5,3.0,4.0,7.0,0.0,0.0,1
Asahi Super Dry,Lager - Japanese Rice,Asahi Breweries Ltd,54,23,7,26,24,5,2,4,36,8,64,2.492891,2.874408,2.758294,2.671801,2.985782,5.0,6.0,18.0,422
Ashtray Heart,Smoked Beer,Evil Twin Brewing,8,64,11,43,39,9,0,9,13,81,70,3.809524,4.02381,3.880952,3.595238,3.666667,8.9,20.0,30.0,21
Atom Smasher,Lager - Märzen / Oktoberfest,Two Brothers Brewing Company,13,38,17,25,56,10,0,13,29,20,83,3.518519,3.574074,3.453704,3.555556,3.5,7.0,18.0,25.0,54
Aud Blonde,Blonde Ale - American,Russian River Brewing Company,27,38,4,51,27,43,0,36,80,8,49,3.568182,3.806818,3.886364,3.806818,4.147727,4.5,15.0,25.0,44
Augustijn Ale,Tripel,Brouwerij Van Steenberge N.V.,20,43,39,19,72,87,0,98,28,47,39,3.891198,4.023227,3.788509,3.894866,3.855746,8.0,20.0,40.0,409
Augustijn Blond,Blonde Ale - Belgian,Brouwerij Van Steenberge N.V.,22,31,28,20,71,40,3,64,28,29,42,3.604167,4.03125,3.645833,3.53125,3.6875,7.5,15.0,30.0,48
Augustijn Donker Brune,Dubbel,Brouwerij Van Steenberge N.V.,9,66,27,24,149,45,0,87,31,42,109,3.631579,3.736842,3.552632,3.789474,3.710526,8.0,15.0,30.0,19
Autumn Ale,Bitter - English Extra Special / Strong Bitter (ESB),Short's Brewing Company,17,41,15,66,68,33,0,50,94,7,107,3.52027,3.641892,3.547297,3.486486,3.540541,5.75,20.0,40.0,74
Autumn Ale,Old Ale,Breckenridge Brewery,7,42,21,25,55,7,0,15,19,3,91,3.426174,3.630872,3.439597,3.590604,3.607383,7.0,30.0,65.0,149
Autumn Maple,Fruit and Field Beer,The Bruery,6,37,31,17,101,22,1,49,17,64,63,3.918794,3.767981,3.658933,3.805104,3.62993,10.0,5.0,45.0,431
Autumnal Fire,Bock - Doppelbock,Capital Brewery,7,72,31,32,118,30,0,52,28,11,158,3.988994,4.031447,4.051887,4.127358,4.144654,7.8,17.0,27.0,318
Avalanche Amber Ale,Red Ale - American Amber / Red,Breckenridge Brewery,10,23,2,22,55,4,0,8,31,2,67,3.090561,3.403061,3.204082,3.145408,3.294643,5.0,25.0,45.0,392
Avant Garde,Farmhouse Ale - Bière de Garde,The Lost Abbey,25,37,22,28,68,73,3,66,49,27,69,3.832759,3.9,3.868966,3.817241,3.867241,7.0,20.0,30.0,290
Avec Les Bons Voeux,Farmhouse Ale - Saison,Brasserie Dupont sprl,18,35,46,25,56,70,0,76,46,62,65,4.162,4.294,4.234,4.229,4.19,9.5,20.0,38.0,500
Aviator Red,Red Ale - Irish,Flying Bison Brewing Company,18,57,6,44,76,15,0,23,53,11,109,3.666667,3.923077,3.826923,3.775641,3.903846,5.5,20.0,30.0,78
Axe Head Malt Liquor,Lager - Malt Liquor,Minhas Craft Brewery,9,33,63,10,79,28,0,36,5,3,51,1.964286,3.035714,2.357143,1.928571,1.821429,11.0,10.0,30.0,14
B-Bomb (Bourbon Abominable Winter Ale),Strong Ale - American,Fremont Brewing Company,5,94,82,42,93,11,0,41,20,48,153,4.458333,4.0,4.416667,4.333333,4.333333,14.0,40.0,100.0,12
B-Craft Black,IPA - Black / Cascadian Dark Ale,Arcadia Brewing Company,6,57,22,89,49,34,0,40,98,9,90,3.958333,4.125,4.041667,4.25,4.041667,8.5,50.0,70.0,12
B.O.R.I.S. Oatmeal Imperial Stout - Barrel-Aged,Stout - Oatmeal,Hoppin' Frog Brewery,4,110,66,53,66,9,0,19,39,21,129,4.226582,4.073418,4.243038,4.297468,4.136709,9.4,20.0,40.0,395
B.O.R.I.S. The Crusher,Stout - Russian Imperial,Hoppin' Frog Brewery,6,134,30,68,114,22,1,36,27,15,155,4.163669,4.151679,4.290767,4.31295,4.173861,9.4,50.0,90.0,834
BART,Strong Ale - American,FiftyFifty Brewing Co.,6,83,62,38,96,22,0,24,19,27,129,4.142857,3.928571,4.142857,4.428571,4.285714,12.0,40.0,100.0,7
BBADL (Bourbon Barrel Aged Dark Lord Imperial Stout),Stout - Russian Imperial,Three Floyds Brewing Co. & Brewpub,2,66,53,15,78,8,0,15,2,12,85,4.577465,4.457746,4.605634,4.591549,4.302817,15.0,50.0,90.0,142
BREWtality - Espresso Black Bier,Lager - Schwarzbier,Midnight Sun Brewing Co.,16,129,40,143,92,19,0,22,39,13,214,4.347826,4.086957,3.978261,4.23913,4.043478,9.7,20.0,30.0,23
Baba Black Lager,Lager - Schwarzbier,Uinta Brewing Company,28,69,4,48,41,9,0,9,29,13,101,3.5,3.9,3.733333,3.5,3.566667,4.0,20.0,30.0,15
Bacchus,Sour - Flanders Oud Bruin,Brouwerij Van Honsebrouck N.V.,24,34,7,5,97,107,0,85,17,4,46,3.609848,3.772727,3.583333,3.564394,3.655303,4.5,20.0,25.0,132
Bachelor ESB,Bitter - English Extra Special / Strong Bitter (ESB),Deschutes Brewery,20,46,8,73,27,20,0,16,97,7,85,3.808943,4.028455,3.898374,3.95935,4.052846,5.3,20.0,40.0,123
Back In Black,IPA - Black / Cascadian Dark Ale,21st Amendment Brewery,14,50,7,95,23,19,0,20,92,11,91,3.654599,4.024462,3.64775,3.610568,3.696673,6.8,50.0,70.0,511
Backwoods Bastard,Scotch Ale / Wee Heavy,Founders Brewing Company,1,41,84,21,76,13,0,26,15,36,102,4.207353,3.965686,4.045588,4.238725,3.985784,11.2,25.0,35.0,1020
Backyard Ale,Smoked Beer,Flying Dog Brewery,10,28,6,13,34,11,0,9,12,46,43,3.5,3.583333,3.916667,3.5,3.666667,7.5,20.0,30.0,6
Bad Elf Winter's Ale,IPA - English,Ridgeway Brewing,24,34,12,64,43,40,1,46,114,25,70,3.611842,3.660088,3.633772,3.664474,3.752193,6.0,35.0,60.0,228
Bad King John,Stout - English,Ridgeway Brewing,11,63,9,67,62,15,0,19,48,8,96,3.54878,3.792683,3.597561,3.743902,3.768293,6.0,20.0,40.0,41
Bad Penny,Brown Ale - English,Big Boss Brewing,13,54,9,24,48,12,0,11,21,2,103,3.592593,3.611111,3.524691,3.679012,3.790123,5.2,15.0,25.0,81
Bah Humbug! Christmas Cheer! Ale,Winter Warmer,Wychwood Brewery Company Ltd,8,41,9,19,52,34,0,33,18,59,69,3.527907,3.739535,3.506977,3.530233,3.555814,5.0,35.0,50.0,215
Baklava Braggot,Braggot,Jackie O's Pub & Brewery,16,40,20,16,123,61,2,58,8,73,97,4.033333,3.9,4.133333,4.033333,4.1,8.0,20.0,40.0,15
Baladin Nora,Herb and Spice Beer,Birrificio Le Baladin,18,32,21,26,54,57,0,63,48,60,56,4.037037,3.898148,4.046296,4.12037,4.083333,6.8,5.0,40.0,108
Ballantine XXX Ale,Blonde Ale - American,Pabst Brewing Company,18,41,4,33,27,16,2,14,64,3,51,2.817308,3.125,3.108974,3.108974,3.38141,4.85,15.0,25.0,156
Baltic Porter,Porter - Baltic,Foothills Brewing Company,17,122,23,66,93,27,2,28,42,28,109,4.008333,4.104167,4.091667,4.204167,4.15,9.0,25.0,45.0,120
Baltic Porter,Porter - Baltic,The Duck-Rabbit Craft Brewery,16,108,28,75,105,29,0,53,41,18,148,4.111111,4.080247,4.133333,4.160494,4.008642,9.0,25.0,45.0,405
Baltic Porter,Porter - Baltic,Uncommon Brewers,15,99,39,40,67,22,0,41,32,27,77,3.945946,3.824324,3.891892,3.972973,3.77027,7.8,25.0,45.0,37
Baltika #0 Non-Alcoholic,Low Alcohol Beer,Baltika Breweries,4,17,14,16,22,10,0,13,19,1,32,2.5,2.642857,2.071429,2.285714,1.857143,0.5,10.0,20.0,7
Baltika #3 Classic,Lager - European Pale,Baltika Breweries,17,25,8,15,48,12,3,15,18,1,51,2.830396,3.114537,3.055066,2.949339,3.229075,4.8,18.0,25.0,227
Baltika #4 Original (Dark),Lager - European Dark,Baltika Breweries,5,34,10,35,79,23,1,41,33,2,80,3.329167,3.564583,3.39375,3.41875,3.460417,5.6,15.0,40.0,240
Baltika #5 Gold,Lager - European Pale,Baltika Breweries,21,25,8,22,35,9,3,8,52,6,68,2.627778,2.9,2.888889,2.705556,2.955556,5.3,18.0,25.0,90
Baltika #6 Porter,Porter - Baltic,Baltika Breweries,5,54,24,30,96,30,0,45,10,7,88,3.591075,3.906193,3.615665,3.651184,3.685792,7.0,25.0,45.0,549
Baltika #7 Export,Lager - European / Dortmunder Export,Baltika Breweries,19,20,3,18,24,7,1,10,28,2,49,2.856643,3.188811,3.062937,2.975524,3.195804,5.4,23.0,29.0,143
Baltika #8 Wheat,Wheat Beer - Hefeweizen,Baltika Breweries,12,38,9,12,23,37,0,62,25,30,52,3.601896,3.699052,3.561611,3.606635,3.758294,5.0,10.0,15.0,211
Baltika #9 Extra (Strong),Lager - European Strong,Baltika Breweries,13,23,50,21,76,21,1,24,32,6,66,2.789244,3.12064,2.915698,2.684593,2.763081,8.0,15.0,40.0,344
Bam Bière,Farmhouse Ale - Saison,Jolly Pumpkin Artisan Ales,37,24,5,17,55,170,3,132,40,21,25,3.97719,4.138686,3.84854,3.910584,3.99635,4.5,20.0,38.0,548
Bam Noire,Farmhouse Ale - Saison,Jolly Pumpkin Artisan Ales,29,42,10,9,48,139,0,67,19,17,40,3.887868,4.060662,3.6875,3.691176,3.775735,4.3,20.0,38.0,272
Bamberg Rauchbier,Lager - Rauchbier,Micro Cervejaria Bamberg,8,9,5,2,7,3,0,2,2,23,20,4.25,3.5,3.75,3.5,3.5,4.8,20.0,30.0,2
Bancreagie Peated Scotch Ale,Scotch Ale / Wee Heavy,Brau Brothers Brewing Co. LLC,9,38,36,24,60,21,0,22,50,50,95,3.725806,3.645161,3.677419,3.870968,3.83871,7.6,25.0,35.0,31
Bar Fly,Smoked Beer,Midnight Sun Brewing Co.,7,111,64,46,96,11,1,26,12,82,131,4.411111,4.322222,4.311111,4.566667,4.444444,11.6,20.0,30.0,45
Barbarossa,Rye Beer - Roggenbier,Brasserie Dieu Du Ciel,0,7,0,0,13,4,0,5,1,4,17,3.625,3.625,3.5,3.5,3.375,4.8,10.0,20.0,4
Barbarossa Double Dark Lager,Lager - Munich Dunkel,Christian Moerlein Brewing Company,18,52,10,38,89,20,0,26,44,11,107,3.688406,3.702899,3.753623,3.862319,4.050725,5.0,15.0,25.0,69
Barbãr (Belgian Honey Ale),Strong Ale - Belgian Pale,Brasserie Lefèbvre SA,13,25,23,19,84,21,1,22,41,13,84,3.8,3.859259,3.751852,3.833333,3.788889,8.0,20.0,40.0,135
Bare Ass Blonde Ale,Blonde Ale - American,DuClaw Brewing Company,25,30,6,27,32,24,3,24,39,0,66,3.366667,3.566667,3.566667,3.733333,3.8,5.0,15.0,25.0,15
Barking Squirrel Lager,Lager - American Amber / Red,Hop City Brewing Co.,13,36,8,41,47,9,0,11,42,3,73,3.25,3.673077,3.307692,3.288462,3.403846,5.0,18.0,30.0,26
Barktoberfest,Lager - Märzen / Oktoberfest,Thirsty Dog Brewing Company,19,61,22,43,82,11,1,14,66,4,137,3.592593,3.657407,3.740741,3.648148,3.768519,6.0,18.0,25.0,54
Barleywine Ale,Barleywine - American,The Duck-Rabbit Craft Brewery,14,57,43,86,86,36,1,61,96,16,95,3.931973,4.044218,3.829932,3.809524,3.721088,11.0,60.0,100.0,294
Barleywine Style Ale,Barleywine - American,Green Flash Brewing Co.,12,44,35,70,74,39,1,45,81,17,99,3.883954,4.101719,3.89255,3.84384,3.732092,10.9,60.0,100.0,349
Barmy,Strong Ale - American,Ballast Point Brewing Company,14,60,64,23,206,56,4,115,37,17,93,3.8125,3.875,3.8125,3.90625,3.75,12.0,40.0,100.0,16
Barnburner Lager,Lager - European / Dortmunder Export,Lagerheads Smokehouse & Brewing Co.,15,29,2,20,35,12,0,14,25,7,53,3.25,3.625,3.5,3.0,3.375,6.0,23.0,29.0,4
Barney Flats Oatmeal Stout,Stout - Oatmeal,Anderson Valley Brewing Company,12,57,8,46,56,14,0,22,18,4,121,3.950777,4.091321,3.987047,4.099741,4.088731,5.8,20.0,40.0,772
Barrel Aged Behemoth,Barleywine - American,Three Floyds Brewing Co. & Brewpub,13,58,66,38,86,36,0,61,42,35,92,4.348485,4.0,4.333333,4.469697,4.287879,12.5,60.0,100.0,33
Barrel Aged Brrrbon (Brothers' Reserve Series),Winter Warmer,Widmer Brothers Brewing Company,7,59,118,36,73,12,0,27,47,45,140,3.600629,3.738994,3.45283,3.522013,3.474843,9.4,35.0,50.0,159
Barriquée (Italy Version),Sour - Flanders Red Ale,Panil,30,41,19,11,74,148,2,88,19,19,39,4.232143,4.102679,4.080357,4.245536,4.209821,8.0,10.0,25.0,112
Barriquée (Sour Version),Sour - Flanders Red Ale,Panil,43,40,10,6,86,160,1,98,30,18,37,3.985915,3.855634,3.767606,3.950704,3.90493,8.0,10.0,25.0,142
Bass Pale Ale,Pale Ale - English,Bass Brewers Limited,7,15,9,32,60,32,0,36,53,4,55,3.281934,3.654197,3.450274,3.458029,3.690693,5.1,20.0,40.0,1096
Batch 19Coors Brewing Company (Molson-Coors),Lager - Adjunct,Coors Brewing Company,8,16,7,23,20,8,0,2,26,4,43,3.326087,3.586957,3.5,3.434783,3.434783,5.5,8.0,18.0,23
Batemans XXXB,Bitter - English Extra Special / Strong Bitter (ESB),George Bateman and Son Ltd. / Batemans Brewery,18,62,10,62,95,36,0,42,76,14,94,3.828283,3.919192,3.863636,3.964646,3.984848,4.8,20.0,40.0,99
Battle Axe,Red Ale - Imperial,Austin Beerworks,9,12,0,21,9,10,0,12,29,0,22,4.166667,4.0,4.0,4.333333,4.166667,8.0,55.0,85.0,3
Battlefield Bock,Bock - Traditional,Red Oak Brewery,9,74,7,44,59,5,0,4,26,8,84,3.625,3.916667,3.875,3.791667,3.916667,6.5,20.0,30.0,12
Bavarian-Styled Doppel Weizen,Bock - Weizenbock,Lagunitas Brewing Company,4,32,10,35,52,43,0,61,46,9,68,3.887168,3.794248,3.734513,3.794248,3.785398,8.7,15.0,35.0,226
Beamish Irish Stout,Stout - Irish Dry,Beamish & Crawford Plc.,23,62,3,31,17,3,0,1,14,6,51,3.514851,4.275578,3.79538,3.797855,4.027228,4.1,30.0,40.0,606
Beast Bitter,Bitter - English Extra Special / Strong Bitter (ESB),"Middle Ages Brewing Co., Ltd.",31,59,10,112,62,54,0,53,130,8,99,3.810241,3.927711,3.713855,3.888554,3.900602,5.3,20.0,40.0,166
Beatification,Wild Ale,Russian River Brewing Company,28,21,15,10,40,171,0,77,15,3,14,4.40483,4.130682,4.332386,4.495739,4.335227,6.0,5.0,30.0,352
Beck's,Pilsner - German,Brauerei Beck & Co.,25,17,2,23,15,5,0,7,36,5,29,2.680624,2.889163,2.965517,2.898194,3.149425,5.0,25.0,40.0,609
Beck's Dark,Lager - Munich Dunkel,Brauerei Beck & Co.,8,31,1,31,13,10,1,4,30,2,51,2.953642,3.369205,3.109272,3.084437,3.238411,5.0,15.0,25.0,302
Beck's Light,Lager - Light,Brauerei Beck & Co.,9,16,4,24,14,6,0,4,29,0,24,2.234375,2.390625,2.367188,2.203125,2.5625,3.75,8.0,12.0,64
Beck's Non-Alcoholic,Low Alcohol Beer,Brauerei Beck & Co.,18,26,34,23,24,6,4,6,48,6,59,2.234375,3.03125,2.234375,2.09375,2.15625,0.3,10.0,20.0,32
Beck's Oktoberfest,Lager - Märzen / Oktoberfest,Brauerei Beck & Co.,13,34,5,29,49,12,0,14,41,5,87,3.28803,3.598504,3.375312,3.352868,3.551122,5.0,18.0,25.0,401
Beck's Premier Light,Lager - Light,Brauerei Beck & Co.,12,29,0,16,7,4,1,5,22,1,30,2.102564,2.262821,2.153846,2.134615,2.480769,2.3,8.0,12.0,78
Bedlam,IPA - Belgian,Ale Asylum,17,32,12,89,54,84,0,107,91,31,33,4.270492,4.098361,4.032787,4.131148,4.213115,7.4,50.0,80.0,61
Beer Geek Bacon,Stout - Oatmeal,Mikkeller ApS,13,57,15,84,32,11,3,10,25,102,111,3.990741,4.270833,3.893519,3.858796,3.814815,7.5,20.0,40.0,216
Beer Geek Breakfast,Stout - Oatmeal,Mikkeller ApS,10,87,13,107,62,16,0,25,38,16,138,4.105058,4.385214,4.082361,4.136187,4.035668,7.5,20.0,40.0,771
Beer Geek Brunch Weasel,Stout - American Imperial,Mikkeller ApS,11,109,23,93,92,15,1,28,19,19,174,4.24,4.351667,4.31,4.36,4.1725,10.9,50.0,80.0,600
Beerlao Dark,Lager - European Dark,Lao Brewery Co.,5,33,5,14,33,3,1,5,14,2,66,3.116279,3.476744,3.209302,3.22093,3.267442,6.5,15.0,40.0,43
Beerlao Lager,Lager - Japanese Rice,Lao Brewery Co.,19,22,2,25,28,8,1,7,39,3,73,2.815068,3.082192,2.952055,2.890411,3.089041,5.0,6.0,18.0,73
Beersel Lager,Lager - Kellerbier / Zwickelbier,Brouwerij Drie Fonteinen,35,57,14,77,75,80,9,90,115,12,114,3.954545,4.106061,4.106061,4.030303,4.242424,5.2,20.0,40.0,33
Before-After Premium Lager (12% ABV),Lager - European Strong,Rinkuškiai Alaus Darykloje,12,43,74,20,91,28,0,30,24,2,87,2.0,3.0,4.0,2.5,3.0,12.0,15.0,40.0,1
Behemoth,Barleywine - American,Three Floyds Brewing Co. & Brewpub,18,71,52,90,125,72,0,101,105,24,105,4.207373,4.123272,4.187788,4.264977,4.059908,10.5,60.0,100.0,434
Belgian Blonde,Blonde Ale - Belgian,BottleTree Beer Co.,21,32,10,30,54,50,3,59,45,22,62,3.604167,3.6875,3.541667,3.5,3.708333,5.0,15.0,30.0,24
Belgian Freeze Belgian Style Winter Ale,Brown Ale - Belgian Dark,River Horse Brewing Co.,7,29,31,18,82,36,1,52,20,16,38,3.603896,3.685065,3.422078,3.522727,3.516234,8.0,15.0,25.0,154
Belgian Style Amber Ale,Pale Ale - Belgian,Dark Horse Brewing Company,10,41,11,25,65,32,0,48,32,27,74,3.453216,3.532164,3.476608,3.561404,3.549708,5.5,20.0,30.0,171
Belhaven Best,Bitter - English,Belhaven Brewery Company Ltd.,7,73,14,33,63,17,2,18,49,4,99,3.174242,3.878788,3.356061,3.204545,3.55303,3.5,20.0,35.0,66
Believer,Red Ale - American Amber / Red,Ninkasi Brewing Company,19,46,9,55,78,21,0,40,66,4,77,3.838462,3.953846,3.869231,3.861538,3.834615,6.9,25.0,45.0,130
Belk's ESB,Bitter - English Extra Special / Strong Bitter (ESB),Anderson Valley Brewing Company,21,48,16,83,48,43,1,52,123,22,73,3.69883,3.906433,3.817251,3.856725,3.798246,6.8,20.0,40.0,342
Bell Ringer,Strong Ale - American,RJ Rockers Brewing Company,10,35,27,52,61,28,1,31,59,0,65,3.604895,3.800699,3.765734,3.762238,3.772727,8.0,40.0,100.0,143
Bellaire Brown Ale,Brown Ale - American,Short's Brewing Company,11,63,10,24,72,5,0,11,22,4,118,3.732843,3.789216,3.779412,3.828431,3.904412,7.0,25.0,45.0,204
Belle Vue Gueuze,Lambic - Gueuze,Brasserie Belle-Vue,23,38,4,10,91,101,3,44,18,4,41,3.146341,3.390244,3.195122,2.963415,3.170732,5.5,0.0,10.0,41
Belle Vue Kriek,Lambic - Fruit,Brasserie Belle-Vue,6,25,3,5,71,44,0,62,7,0,3,3.592742,3.891129,3.423387,3.46371,3.455645,5.2,15.0,21.0,124
Beltaine Scottish Ale,Scottish Ale,Shoreline Brewery And Restaurant,9,32,16,19,41,13,0,18,14,6,62,3.5,3.7,3.9,3.65,4.0,4.7,9.0,25.0,10
BelzebuthBrasserie Grain d' Orge (Brasserie Jeanne d'Arc SA),Strong Ale - Belgian Pale,Brasserie Grain d' Orge (Brasserie Jeanne d'Arc SA),6,20,67,10,70,28,1,32,14,7,50,3.473498,3.634276,3.482332,3.45583,3.189046,13.0,20.0,40.0,283
Benchwarmer Porter,Porter - English,Cooperstown Brewing Company,19,64,13,55,65,27,0,28,29,6,92,3.751908,3.858779,3.683206,3.881679,3.858779,6.3,20.0,30.0,131
Bender,Brown Ale - American,Surly Brewing Company,10,75,12,62,71,6,0,8,47,11,155,4.004392,4.13104,4.099561,4.18448,4.285505,5.5,25.0,45.0,683
Benediction,Dubbel,Russian River Brewing Company,11,47,10,27,79,23,0,36,32,27,58,3.96,3.88,4.12,4.18,4.28,6.75,15.0,30.0,25
Benediktiner Weissbier,Wheat Beer - Hefeweizen,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH,21,57,14,17,48,47,2,86,24,60,94,4.0,4.0,3.5,4.0,4.0,5.4,10.0,15.0,1
Benediktiner Weissbier Dunkel,Wheat Beer - Dunkelweizen,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH,5,26,6,8,25,12,0,26,11,15,57,3.25,3.75,3.25,3.5,3.5,5.4,10.0,15.0,2
Benji's Chipotle Smoked Imperial Porter,Porter - Smoked,Tyranena Brewing Company,9,115,28,31,52,5,0,6,10,173,88,4.019048,3.933333,4.038095,4.142857,4.109524,7.5,20.0,40.0,105
Berkshire Maibock Lager,Bock - Maibock,Berkshire Brewing Company Inc.,25,53,27,40,105,34,1,41,57,15,108,3.848361,3.918033,3.877049,4.020492,3.97541,6.5,20.0,38.0,122
Berliner Kindl Weisse,Sour - Berliner Weisse,Berliner Kindl Brauerei,39,23,9,7,40,127,2,66,5,1,34,3.437126,3.535928,3.48503,3.57485,3.580838,3.0,3.0,6.0,167
Berliner Style Weisse,Sour - Berliner Weisse,Gasthaus & Gosebrauerei Bayerischer Bahnhof,37,27,4,6,44,130,2,55,7,0,33,3.581395,3.686047,3.604651,3.577519,3.856589,3.0,3.0,6.0,129
Berliner Weisse,Sour - Berliner Weisse,Jackie O's Pub & Brewery,49,46,12,14,41,225,7,95,28,4,71,3.777778,3.861111,3.666667,3.805556,3.944444,5.54,3.0,6.0,18
Berliner Weisse,Sour - Berliner Weisse,White Birch Brewing,43,33,10,12,53,172,4,104,18,1,53,3.639241,3.664557,3.917722,3.829114,3.968354,5.5,3.0,6.0,79
Bernard Cerne (Dark),Lager - European Dark,Bernard Family Brewery,22,81,12,82,65,13,0,26,72,21,153,3.76,3.96,3.82,3.96,3.96,5.1,15.0,40.0,25
Berry Weiss,Wheat Beer - American Pale,Jacob Leinenkugel Brewing Company,16,18,7,17,131,40,3,78,32,7,40,3.19571,3.227882,2.975871,2.919571,2.975871,4.7,10.0,35.0,373
